ident,name,latitude_deg,longitude_deg,elevation_ft
KHEI,Hettinger Municipal Airport,46.01490020751953,-102.65599822998047,2705
KHEQ,Holyoke Airport,40.569400787353516,-102.27300262451172,3730
KHEZ,Hardy-Anders Field / Natchez-Adams County Airport,31.613738,-91.297313,272
KHFD,Hartford Brainard Airport,41.736698150635,-72.649398803711,18
KHFF,Mackall Army Air Field,35.036288,-79.497755,376
KHFJ,Monett Municipal Airport,36.90620041,-94.01280212,1314
KHFY,Indy South Greenwood Airport,39.628399,-86.087898,822
KHGR,Hagerstown Regional Richard A Henson Field,39.707901,-77.72949982,703
KHHF,Hemphill County Airport,35.89530182,-100.4039993,2396
KHHG,Huntington Municipal Airport,40.852901458740234,-85.45709991455078,806
KHHR,Jack Northrop Field Hawthorne Municipal Airport,33.922798,-118.334999,66
KHHW,Stan Stamper Municipal Airport,34.03480148,-95.54190063,572
KHIB,Range Regional Airport,47.38660049,-92.83899689,1354
KHIE,Mount Washington Regional Airport,44.367637,-71.544502,1074
KHIF,Hill Air Force Base,41.12403,-111.973086,4789
KHIG,Higginsville Industrial Municipal Airport,39.07289886,-93.67749786,840
KHII,Lake Havasu City Airport,34.571098,-114.358002,783
KHIO,Portland Hillsboro Airport,45.540401,-122.949997,208
KHJH,Hebron Municipal Airport,40.152198791503906,-97.58699798583984,1466
KHJO,Hanford Municipal Airport,36.31669998,-119.6279984,240
KHKA,Blytheville Municipal Airport,35.940399169900004,-89.83080291750001,255
KHKS,Hawkins Field,32.33449936,-90.22219849,341
KHKY,Hickory Regional Airport,35.74110031,-81.38950348,1190
KHLB,Hillenbrand Industries Airport,39.344501495399996,-85.25830078119999,973
KHLC,Hill City Municipal Airport,39.37879944,-99.83149719,2238
KHLG,Wheeling Ohio County Airport,40.1749992371,-80.6463012695,1195
KHLM,Park Township Airport,42.7958984375,-86.1620025635,603
KHLN,Helena Regional Airport,46.6068000793457,-111.98300170898438,3877
KHLR,Hood Army Air Field,31.138700485199998,-97.71450042720001,924
KHLX,Twin County Airport,36.7661018371582,-80.82360076904297,2693
KHMJ,Homer Airport,40.02640151977539,-87.95249938964844,669
KHMN,Holloman Air Force Base,32.8525009155,-106.107002258,4093
KHMT,Hemet Ryan Airport,33.7340011597,-117.023002625,1512
KHMY,Muldrow Army Heliport,35.02640151977539,-97.23159790039062,1087
KHMZ,Bedford County Airport,40.08530045,-78.5121994,1162
KHNB,Huntingburg Airport,38.2490005493,-86.95369720459999,529
KHND,Henderson Executive Airport,35.9728012085,-115.134002686,2492
KHNR,Harlan Municipal Airport,41.58440017700195,-95.339599609375,1231
KHNZ,Henderson Oxford Airport,36.36159897,-78.52919769,526
KHOB,Lea County Regional Airport,32.6875,-103.2170029,3661
KHOC,Highland County Airport,39.18880081176758,-83.53880310058594,977
KHOE,Homerville Airport,31.05590057373047,-82.77410125732422,186
KHON,Huron Regional Airport,44.38520050048828,-98.22850036621094,1289
KHOP,Campbell AAF (Fort Campbell) Air Field,36.668598175,-87.49620056150002,573
KHOT,Memorial Field,34.47800064086914,-93.09619903564453,540
KHOU,William P Hobby Airport,29.64539909,-95.27890015,46
KHPN,Westchester County Airport,41.06700134277344,-73.70760345458984,439
KHPT,Hampton Municipal Airport,42.7237014771,-93.22630310059999,1176
KHPY,Baytown Airport,29.786100387599998,-94.95269775390001,34
KHQG,Hugoton Municipal Airport,37.1631012,-101.3710022,3134
KHQM,Bowerman Airport,46.971199035599994,-123.93699646,18
KHQU,Thomson-McDuffie County Airport,33.52970123,-82.51650238,501
KHQZ,Mesquite Metro Airport,32.74700164794922,-96.53040313720703,447
KHRI,Hermiston Municipal Airport,45.828223,-119.259024,644
KHRJ,Harnett Regional Jetport Airport,35.379398,-78.733002,202
KHRL,Valley International Airport,26.228500366210938,-97.65440368652344,36
KHRO,Boone County Airport,36.26150131225586,-93.15470123291016,1365
KHRT,Hurlburt Field,30.427799224853516,-86.68930053710938,38
KHRU,Herington Regional Airport,38.694698333740234,-96.80799865722656,1480
KHRX,Hereford Municipal Airport,34.85779953,-102.3259964,3788
KHSA,Stennis International Airport,30.367799758911133,-89.45459747314453,23
KHSB,Harrisburg-Raleigh Airport,37.81129837,-88.5503006,398
KHSD,Sundance Airpark,35.60179901123047,-97.7061996459961,1193
KHSE,Billy Mitchell Airport,35.232799530029,-75.617797851562,17
KHSG,Hot Springs County Airport,43.713602,-108.389687,4895
KHSI,Hastings Municipal Airport,40.6053009033,-98.42790222170001,1961
KHSP,Ingalls Field,37.95140076,-79.83390045,3793
KHSR,Hot Springs Municipal Airport,43.36819839,-103.3880005,3150
KHST,Homestead ARB Airport,25.48859978,-80.38359833,5
KHSV,Huntsville International Carl T Jones Field,34.637199401855,-86.775100708008,629
KHTH,Hawthorne Industrial Airport,38.544399,-118.634002,4215
KHTL,Roscommon County - Blodgett Memorial Airport,44.359798,-84.671095,1150
KHTO,East Hampton Airport,40.95959854,-72.25180054,55
KHTS,Tri-State/Milton J. Ferguson Field,38.36669922,-82.55799866,828
KHTW,Lawrence County Airpark,38.4193,-82.494301,568
KHUA,Redstone Army Air Field,34.67869949,-86.68479919,684
KHUF,"Terre Haute Regional Airport, Hulman Field",39.4515,-87.307602,589
KHUL,Houlton International Airport,46.1231002808,-67.792098999,489
KHUM,Houma Terrebonne Airport,29.5664997101,-90.6604003906,10
KHUT,Hutchinson Municipal Airport,38.0654983521,-97.86060333250002,1543
KHVC,Hopkinsville Christian County Airport,36.856998443603516,-87.4551010131836,564
KHVE,Hanksville Airport,38.417999267599996,-110.70400238,4444
KHVN,Tweed New Haven Airport,41.26369858,-72.88680267,12
KHVR,Havre City County Airport,48.54299927,-109.762001,2591
KHVS,Hartsville Regional Airport,34.4030990601,-80.11920166019999,364
KHWC,Bryan Airport,41.473899841308594,-84.55670166015625,771
KHWD,Hayward Executive Airport,37.659198761,-122.122001648,52
KHWO,North Perry Airport,26.0012,-80.2407,8
KHWQ,Wheatland County At Harlowton Airport,46.44860077,-109.8529968,4311
KHWV,Brookhaven Airport,40.8218994141,-72.86940002440001,81
KHWY,Warrenton Fauquier Airport,38.586299896240234,-77.71060180664062,336
KHXD,Hilton Head Airport,32.2243995667,-80.6975021362,19
KHXF,Hartford Municipal Airport,43.34930038,-88.39109802,1069
KHYA,Barnstable Municipal Boardman Polando Field,41.66930008,-70.28040314,54
KHYI,San Marcos Regional Airport,29.8927,-97.862999,597
KHYR,Sawyer County Airport,46.025199890100005,-91.44429779050002,1216
KHYS,Hays Regional Airport,38.84220123,-99.27320099,1999
KHYW,Conway Horry County Airport,33.82849884,-79.12220001,35
KHYX,Saginaw County H.W. Browne Airport,43.4333992,-83.86229706,601
KHZD,Carroll County Airport,36.08929825,-88.46330261,497
KHZE,Mercer County Regional Airport,47.28990173,-101.5810013,1814
KHZL,Hazleton Municipal Airport,40.986801147499996,-75.9949035645,1603
KHZR,False River Regional Airport,30.71829987,-91.47869873,40
KHZX,Isedor Iverson Airport,46.61880111694336,-93.30979919433594,1228
KHZY,Northeast Ohio Regional Airport,41.7779998779,-80.6955032349,924
KI06,City of Tulia-Swisher County Municipal Airport,34.56679916,-101.7809982,3503
KI10,Noble County Airport,39.80099868774414,-81.53630065917969,879
KI12,Sidney Municipal Airport,40.241402,-84.150902,1044
KI16,Kee Field,37.600399017333984,-81.5593032836914,1783
KI17,Piqua Airport-Hartzell Field,40.16469955,-84.30840302,994
KI18,Jackson County Airport,38.9297981262207,-81.81950378417969,758
KI22,Randolph County Airport,40.16889953613281,-84.92569732666016,1119
KI23,Fayette County Airport,39.57040023803711,-83.42050170898438,980
KI34,Greensburg Municipal Airport,39.32690048,-85.52249908,912
KI35,Tucker Guthrie Memorial Airport,36.85929870605469,-83.3584976196289,1551
KI39,Madison Airport,37.63079834,-84.33229828,1002
KI40,Richard Downing Airport,40.309200286899994,-81.85340118410001,979
KI43,James A Rhodes Airport,38.98139953613281,-82.5779037475586,726
KI50,Stanton Airport,37.850101470947266,-83.8458023071289,651
KI53,Liberty-Casey County Airport,37.308691,-85.059304,1040
KI54,Mad River Airpark,40.0201,-83.828499,958
KI58,Santa Rosa Route 66 Airport,34.93439865,-104.6429977,4792
KI63,Mount Sterling Municipal Airport,39.98749924,-90.80419922,734
KI64,Wakeman Airport,41.29309844970703,-82.37069702148438,848
KI66,Clinton Field,39.503299713134766,-83.86280059814453,1033
KI67,Cincinnati West Airport,39.2588996887207,-84.77429962158203,584
KI68,Warren County Airport/John Lane Field,39.462200164799995,-84.25180053710001,898
KI69,Clermont County Airport,39.07839966,-84.21019745,843
KI71,Morgan County Airport,39.65420150756836,-81.8031997680664,1000
KI73,Moraine Air Park,39.68259811401367,-84.24299621582031,720
KI74,Grimes Field,40.13259888,-83.75340271,1068
KI75,Osceola Municipal Airport,41.05220031738281,-93.689697265625,1110
KI76,Peru Municipal Airport,40.78630065917969,-86.14640045166016,779
KI86,Perry County Airport,39.69160079956055,-82.19779968261719,1051
KI93,Breckinridge County Airport,37.785099029541016,-86.44190216064453,735
KI95,Hardin County Airport,40.61069869995117,-83.64360046386719,1024
KIAB,Mc Connell Air Force Base,37.62189865,-97.26820374,1371
KIAD,Washington Dulles International Airport,38.94449997,-77.45580292,312
KIAG,Niagara Falls International Airport,43.1072998046875,-78.94619750976562,589
KIAH,George Bush Intercontinental Houston Airport,29.984399795532227,-95.34140014648438,97
KIB,Ivanof Bay Seaplane Base,55.8974990845,-159.488998413,0
KIBM,Kimball Municipal Robert E Arraj Field,41.1880989074707,-103.677001953125,4926
KICL,Schenck Field,40.72180176,-95.02639771,996
KICR,Winner Regional Airport,43.39020157,-99.84210205,2033
KICT,Wichita Eisenhower National Airport,37.649899,-97.433098,1333
KIDA,Idaho Falls Regional Airport,43.514599,-112.070999,4744
KIDG,Ida Grove Municipal Airport,42.33259963989258,-95.44490051269531,1245
KIDI,Indiana County/Jimmy Stewart Fld/ Airport,40.63219833,-79.10549927,1405
KIDL,Indianola Municipal Airport,33.485699,-90.678902,126
KIDP,Independence Municipal Airport,37.1584014893,-95.77839660640001,825
KIEN,Pine Ridge Airport,43.0224990845,-102.511001587,3333
KIER,Natchitoches Regional Airport,31.735700607299805,-93.0990982055664,121
KIFA,Iowa Falls Municipal Airport,42.4707984924,-93.2699966431,1137
KIFP,Laughlin Bullhead International Airport,35.15739822,-114.5599976,701
KIGM,Kingman Airport,35.259498596191406,-113.93800354003906,3449
KIGQ,Lansing Municipal Airport,41.5349006652832,-87.52950286865234,620
KIGX,Horace Williams Airport,35.935001,-79.065902,512
KIIB,Independence Municipal Airport,42.45360184,-91.94760132,979
KIIY,Washington Wilkes County Airport,33.77939987,-82.81580353,646
KIJD,Windham Airport,41.74399948120117,-72.1802978515625,247
KIJX,Jacksonville Municipal Airport,39.774600982666016,-90.23829650878906,624
KIKG,Kleberg County Airport,27.55089951,-98.03089905,130
KIKK,Greater Kankakee Airport,41.07139968869999,-87.8462982178,630
KIKV,Ankeny Regional Airport,41.69139862060547,-93.56639862060547,910
KILE,Skylark Field,31.0858001709,-97.6865005493,848
KILG,New Castle Airport,39.67869949,-75.60649872,80
KILL,Willmar Municipal John L Rice Field,45.1156997681,-95.0887985229,1127
KILM,Wilmington International Airport,34.270599365234375,-77.90260314941406,32
KILN,Wilmington Airpark,39.427898407,-83.792098999,1077
KIML,Imperial Municipal Airport,40.50930023,-101.6210022,3275
KIMM,Immokalee Regional Airport,26.43320084,-81.40100098,37
KIMS,Madison Municipal Airport,38.75889969,-85.46549988,819
KIMT,Ford Airport,45.8184013367,-88.1145019531,1182
KIND,Indianapolis International Airport,39.7173,-86.294403,797
KINJ,Hillsboro Municipal Airport,32.08349991,-97.09719849,686
KINK,Winkler County Airport,31.779600143399996,-103.200996399,2822
KINL,Falls International Airport,48.566200256347656,-93.4030990600586,1185
KINS,Creech Air Force Base,36.587200164799995,-115.672996521,3133
KINT,Smith Reynolds Airport,36.13370132446289,-80.22200012207031,969
KINW,Winslow Lindbergh Regional Airport,35.021900177,-110.722999573,4941
KIOB,Mount Sterling Montgomery County Airport,38.05810165,-83.979599,1019
KIOW,Iowa City Municipal Airport,41.639198303200004,-91.5465011597,668
KIPJ,Lincolnton Lincoln County Regional Airport,35.483299,-81.161301,877
KIPL,Imperial County Airport,32.834201812699995,-115.57900238,-54
KIPT,Williamsport Regional Airport,41.241798400878906,-76.92109680175781,529
KIRK,Kirksville Regional Airport,40.09349822998047,-92.5448989868164,966
KIRS,Kirsch Municipal Airport,41.81330109,-85.43900299,924
KISB,Sibley Municipal Airport,43.36949921,-95.75980377,1538
KISM,Kissimmee Gateway Airport,28.2898006439,-81.4371032715,82
KISN,Sloulin Field International Airport,48.177898407,-103.641998291,1982
KISO,Kinston Regional Jetport At Stallings Field,35.331401825,-77.60880279540001,93
KISP,Long Island Mac Arthur Airport,40.79520035,-73.10019684,99
KISQ,Schoolcraft County Airport,45.97460175,-86.17179871,684
KISW,Alexander Field South Wood County Airport,44.3602981567,-89.83899688720001,1021
KISZ,Cincinnati Blue Ash Airport,39.246700286899994,-84.388999939,856
KITH,Ithaca Tompkins Regional Airport,42.49100112915039,-76.4583969116211,1099
KITR,Kit Carson County Airport,39.24250030517578,-102.28500366210938,4219
KIWA,Phoenix-Mesa-Gateway Airport,33.30780029,-111.6549988,1382
KIWD,Gogebic Iron County Airport,46.527500152600005,-90.131401062,1230
KIWH,Wabash Municipal Airport,40.762001037597656,-85.79879760742188,796
KIWI,Wiscasset Airport,43.9613990784,-69.712600708,70
KIWS,West Houston Airport,29.818199157699997,-95.67259979250001,111
KIXA,Halifax-Northampton Regional Airport,36.32979965,-77.63523102,145
KIXD,New Century Aircenter Airport,38.8308982849,-94.890296936,1087
KIYK,Inyokern Airport,35.65879822,-117.8300018,2457
KIZA,Santa Ynez Airport,34.60680008,-120.0759964,674
KIZG,Eastern Slopes Regional Airport,43.991100311299995,-70.9478988647,454
KJAC,Jackson Hole Airport,43.6072998046875,-110.73799896240234,6451
KJAN,Jackson-Medgar Wiley Evers International Airport,32.3111991882,-90.0758972168,346
KJAS,Jasper County Airport-Bell Field,30.88570023,-94.03489685,213
KJAU,Colonel Tommy C Stiner Airfield,36.334599,-84.1623,1180
KJAX,Jacksonville International Airport,30.49410057067871,-81.68789672851562,30
KJBR,Jonesboro Municipal Airport,35.83169937133789,-90.64640045166016,262
KJCT,Kimble County Airport,30.5112991333,-99.7634963989,1749
KJDD,Wood County Airport,32.7421989440918,-95.49649810791016,434
KJDN,Jordan Airport,47.3288002014,-106.95300293,2662
KJEF,Jefferson City Memorial Airport,38.5912017822,-92.15609741210001,549
KJER,Jerome County Airport,42.72669982910156,-114.45700073242188,4053
KJES,Jesup Wayne County Airport,31.55400085,-81.88249969,107
KJFK,John F Kennedy International Airport,40.63980103,-73.77890015,13
KJFX,Walker County Airport-Bevill Field,33.90200043,-87.31420135,482
KJFZ,Tazewell County Airport,37.06370163,-81.7983017,2653
KJGG,Williamsburg Jamestown Airport,37.239200592041016,-76.71610260009766,49
KJHW,Chautauqua County-Jamestown Airport,42.15340042,-79.25800323,1723
KJKA,Jack Edwards Airport,30.29050064,-87.67179871,17
KJKJ,Moorhead Municipal Airport,46.83929825,-96.66369629,918
KJKL,Julian Carroll Airport,37.59389877319336,-83.31729888916016,1381
KJLN,Joplin Regional Airport,37.151798248291016,-94.49829864501953,981
KJMR,Mora Municipal Airport,45.886101,-93.271796,1012
KJMS,Jamestown Regional Airport,46.92969894,-98.67819977,1500
KJNX,Johnston County Airport,35.54090118,-78.39029694,164
KJOT,Joliet Regional Airport,41.51779938,-88.17549896,582
KJQF,Concord Regional Airport,35.387798,-80.709099,705
KJSD,Sikorsky Heliport,41.249298095703125,-73.0968017578125,20
KJSO,Cherokee County Airport,31.8693008423,-95.2173995972,677
KJST,John Murtha Johnstown Cambria County Airport,40.31610107421875,-78.83390045166016,2284
KJSV,Sallisaw Municipal Airport,35.4382019,-94.80280304,527
KJVL,Southern Wisconsin Regional Airport,42.620300293,-89.0416030884,808
KJVY,Clark Regional Airport,38.36539840698242,-85.73819732666016,474
KJWG,Watonga Regional Airport,35.86470032,-98.42079926,1550
KJWN,John C Tune Airport,36.18239974975586,-86.88670349121094,495
KJWY,Mid Way Regional Airport,32.45610046386719,-96.91239929199219,713
KJXI,Fox Stephens Field Gilmer Municipal Airport,32.69900131225586,-94.94889831542969,415
KJXN,Jackson County Reynolds Field,42.259799957300004,-84.45939636230001,1001
KJYG,St James Municipal Airport,43.98630142211914,-94.55789947509766,1067
KJYL,Plantation Airpark,32.645301818847656,-81.59709930419922,188
KJYM,Hillsdale Municipal Airport,41.92129898071289,-84.58580017089844,1182
KJYO,Leesburg Executive Airport,39.077999,-77.557503,389
KJYR,York Municipal Airport,40.89680099487305,-97.622802734375,1670
KJZI,Charleston Executive Airport,32.70090103149414,-80.00289916992188,17
KJZP,Pickens County Airport,34.453399658203125,-84.4573974609375,1535
KK02,Perryville Regional Airport,37.868698,-89.862099,372
KK06,Greater Beardstown Airport,39.9734001159668,-90.40370178222656,465
KK09,Piseco Airport,43.453399658203125,-74.5176010131836,1703
KK15,Grand Glaize Osage Beach Airport,38.1105003357,-92.6804962158,875
KK16,Becks Grove Airport,43.258399963378906,-75.60379791259766,450
KK19,Albany Municipal Airport,40.262199401855,-94.338996887207,886
KK20,Wendell H Ford Airport,37.38779830932617,-83.26210021972656,1253
KK22,Big Sandy Regional Airport,37.750999450684,-82.636703491211,1221
KK24,Russell County Airport,37.009700775146484,-85.10269927978516,1011
KK32,Riverside Airport,37.74810028076172,-97.40670013427734,1335
KK33,Salem Memorial Airport,37.61520004272461,-91.60440063476562,1241
KK36,Onawa Municipal Airport,42.004398345947266,-96.10359954833984,1047
KK38,Washington County Memorial Airport,39.73350143,-97.04769897,1435
KK39,St Clair Regional Airport,38.37590026855469,-90.970703125,656
KK44,Beaver Municipal Airport,36.79890060424805,-100.52999877929688,2491
KK49,Municipal Airport,36.50559997558594,-101.81400299072266,3462
KK51,Medicine Lodge Airport,37.26250076293945,-98.54620361328125,1543
KK52,Cpt Ben Smith Airfield - Monroe City Airport,39.634399,-91.726997,737
KK57,Gould Peterson Municipal Airport,40.44580078,-95.3628006,913
KK58,Harold Krier Field,37.16669845581055,-99.77510070800781,1951
KK59,Amelia Earhart Airport,39.570499420166016,-95.1802978515625,1073
KK61,Moritz Memorial Airport,39.47119903564453,-98.12879943847656,1416
KK62,Gene Snyder Airport,38.70420074,-84.39160156,899
KK74,Hamry Field,46.6487999,-96.99859619,947
KK75,Osborne Municipal Airport,39.42919921875,-98.67949676513672,1565
KK77,Freedom Municipal Airport,36.75849914550781,-99.10199737548828,1517
KK78,Abilene Municipal Airport,38.904098510742,-97.235900878906,1152
KK79,Jetmore Municipal Airport,37.984500885009766,-99.89430236816406,2466
KK81,Miami County Airport,38.54059982299805,-94.92050170898438,940
KK82,Smith Center Municipal Airport,39.76110076904297,-98.79340362548828,1799
KK83,Sabetha Municipal Airport,39.90420150756836,-95.77940368652344,1330
KK88,Allen County Airport,37.87009811401367,-95.38639831542969,1015
KK89,Macon Fower Memorial Airport,39.72869873046875,-92.4645004272461,874
KK94,Rush County Airport,38.548301696777344,-99.2886962890625,2070
KKB,Kitoi Bay Seaplane Base,58.1908988953,-152.369995117,0
KKI,Akiachak Seaplane Base,60.9079017639,-161.434997559,0
KKIC,Mesa Del Rey Airport,36.2280006409,-121.122001648,370
KKL,Karluk Lake Seaplane Base,57.3670005798,-154.027999878,368
KKLS,Southwest Washington Regional Airport,46.11800003049999,-122.898002625,20
KKNB,Kanab Municipal Airport,37.01110076904297,-112.53099822998047,4868
KKU,Ekuk Airport,58.8111991882,-158.559005737,30
KL00,Rosamond Skypark Airport,34.87080001831055,-118.20899963378906,2415
KL04,Holtville Airport,32.840301513671875,-115.26699829101562,59
KL05,Kern Valley Airport,35.72829818725586,-118.41999816894531,2614
KL06,Furnace Creek Airport,36.463799,-116.880997,-210
KL08,Borrego Valley Airport,33.2589988708,-116.320999146,520
KL09,Stovepipe Wells Airport,36.60409927368164,-117.15899658203125,25
KL17,Taft Kern County Airport,35.1411018371582,-119.44100189208984,875
KL19,Wasco Kern County Airport,35.61970138549805,-119.35399627685547,313
KL22,Yucca Valley Airport,34.12779998779297,-116.40799713134766,3224
KL23,Pahute Mesa Airstrip,37.102699,-116.313003,5068
KL26,Hesperia Airport,34.377201080322266,-117.31600189208984,3390
KL31,St. Tammany Regional Airport,30.445101,-89.988899,39
KL32,Jonesville Airport,31.625299453735,-91.829200744629,56
KL33,Tensas Parish Airport,31.97742,-91.240471,74
KL35,Big Bear City Airport,34.2638015747,-116.856002808,6752
KL38,Louisiana Regional Airport,30.172701,-90.940598,14
KL39,Leesville Airport,31.16860008,-93.34249878,282
KL41,Marble Canyon Airport,36.8125,-111.64700317382812,3603
KL45,Bakersfield Municipal Airport,35.32479858,-118.9960022,378
KL47,Olla Airport,31.895399093628,-92.217903137207,130
KL62,Elk Hills Buttonwillow Airport,35.352699279785156,-119.47899627685547,326
KL64,Desert Center Airport,33.748600006103516,-115.322998046875,559
KL65,Perris Valley Airport,33.76089859008789,-117.21800231933594,1413
KL66,Pollock Municipal Airport,31.47750092,-92.46109772,203
KL67,Rialto Municipal Miro Field,34.129299163800006,-117.402000427,1455
KL70,Agua Dulce Airpark,34.504199981689,-118.31300354004,2660
KL71,California City Municipal Airport,35.15119934082031,-118.01699829101562,2454
KL72,Trona Airport,35.8125,-117.327003479,1716
KL73,Poso Kern County Airport,35.59659957885742,-119.12799835205078,635
KL77,Chiriaco Summit Airport,33.66529846191406,-115.71099853515625,1713
KL83,Thibodaux Municipal Airport,29.747800827026,-90.832901000977,9
KL84,Lost Hills Kern County Airport,35.623600006103516,-119.68599700927734,274
KL88,New Cuyama Airport,34.9375,-119.68800354003906,2203
KL94,Mountain Valley Airport,35.10110092163086,-118.4229965209961,4220
KLAA,Lamar Municipal Airport,38.069698333699996,-102.68800354,3706
KLAF,Purdue University Airport,40.41230010986328,-86.93689727783203,606
KLAL,Lakeland Linder Regional Airport,27.988899231,-82.0186004639,142
KLAM,Los Alamos Airport,35.8797988892,-106.268997192,7171
KLAN,Capital City Airport,42.77870178222656,-84.58740234375,861
KLAR,Laramie Regional Airport,41.31209945678711,-105.67500305175781,7284
KLAS,McCarran International Airport,36.08010101,-115.1520004,2181
KLAW,Lawton Fort Sill Regional Airport,34.5676994324,-98.4166030884,1110
KLAX,Los Angeles International Airport,33.94250107,-118.4079971,125
KLBB,Lubbock Preston Smith International Airport,33.663601,-101.822998,3282
KLBE,Arnold Palmer Regional Airport,40.27590179,-79.40480042,1199
KLBF,North Platte Regional Airport Lee Bird Field,41.12620163,-100.6839981,2777
KLBL,Liberal Mid-America Regional Airport,37.0442009,-100.9599991,2885
KLBO,Floyd W. Jones Lebanon Airport,37.64830017,-92.65239716,1321
KLBR,Clarksville Red River City-J D Trissell Field,33.59320068,-95.06359863,440
KLBT,Lumberton Regional Airport,34.6099014282,-79.05940246579999,126
KLBX,Texas Gulf Coast Regional Airport,29.1086006165,-95.462097168,25
KLCG,Wayne Municipal Airport,42.24190139770508,-96.98139953613281,1431
KLCH,Lake Charles Regional Airport,30.126100540161133,-93.22329711914062,15
KLCI,Laconia Municipal Airport,43.5727005005,-71.4188995361,545
KLCK,Rickenbacker International Airport,39.813801,-82.927803,744
KLCQ,Lake City Gateway Airport,30.1819992065,-82.57689666750001,201
KLDJ,Linden Airport,40.617401123,-74.2445983887,23
KLDM,Mason County Airport,43.96250153,-86.40789795,646
KLEB,Lebanon Municipal Airport,43.626098632799994,-72.30419921880001,603
KLEE,Leesburg International Airport,28.82309914,-81.80870056,76
KLEM,Lemmon Municipal Airport,45.9187011719,-102.106002808,2571
KLEW,Auburn Lewiston Municipal Airport,44.048500061,-70.2835006714,288
KLEX,Blue Grass Airport,38.0364990234375,-84.60590362548828,979
KLFI,Langley Air Force Base,37.082901001,-76.360496521,11
KLFK,Angelina County Airport,31.2339992523,-94.75,296
KLFT,Lafayette Regional Airport,30.20529938,-91.98760223,42
KLGA,La Guardia Airport,40.77719879,-73.87259674,21
KLGB,Long Beach /Daugherty Field/ Airport,33.81769943,-118.1520004,60
KLGC,LaGrange Callaway Airport,33.0089,-85.072601,693
KLGD,La Grande/Union County Airport,45.2901992798,-118.007003784,2717
KLGF,Laguna Army Airfield,32.86000061,-114.3970032,433
KLGU,Logan-Cache Airport,41.7911987305,-111.851997375,4457
KLHB,Hearne Municipal Airport,30.87179946899414,-96.62220001220703,285
KLHC,Arlington Municipal Airport,35.28310012817383,-89.67250061035156,308
KLHM,Lincoln Regional Karl Harder Field,38.90919876098633,-121.35099792480469,121
KLHQ,Fairfield County Airport,39.75559997558594,-82.65709686279297,868
KLHV,William T. Piper Memorial Airport,41.13560104,-77.42230225,556
KLHW,Wright AAF (Fort Stewart)/Midcoast Regional Airport,31.889099,-81.562303,45
KLHX,La Junta Municipal Airport,38.04970169,-103.5090027,4229
KLHZ,Triangle North Executive Airport,36.0233,-78.330299,369
KLIC,Limon Municipal Airport,39.274799346900004,-103.666000366,5374
KLIT,Bill & Hillary Clinton National Airport/Adams Field,34.729400634799994,-92.2242965698,262
KLIU,Littlefield Municipal Airport,33.92390060424805,-102.38700103759766,3616
KLJF,Litchfield Municipal Airport,45.09709930419922,-94.5073013305664,1140
KLKP,Lake Placid Airport,44.2644996643,-73.96189880370001,1747
KLKR,Lancaster County-Mc Whirter Field,34.72290039,-80.854599,486
KLKU,Louisa County Airport/Freeman Field,38.00979996,-77.9701004,493
KLKV,Lake County Airport,42.161098480199996,-120.399002075,4733
KLLJ,Challis Airport,44.522999,-114.218002,5072
KLLN,Levelland Municipal Airport,33.5525016784668,-102.37200164794922,3514
KLLQ,Monticello Municipal Ellis Field,33.6385994,-91.75099945,270
KLLR,Little River Airport,39.262001037597656,-123.75399780273438,572
KLLU,Lamar Municipal Airport,37.489498138427734,-94.3115005493164,1009
KLMO,Vance Brand Airport,40.1637001,-105.163002,5055
KLMS,Louisville Winston County Airport,33.1461982727,-89.0625,575
KLMT,Crater Lake-Klamath Regional Airport,42.156101,-121.733002,4095
KLNA,Palm Beach County Park Airport,26.59300041,-80.08509827,14
KLNC,Lancaster Airport,32.579200744628906,-96.71900177001953,501
KLND,Hunt Field,42.8152008057,-108.730003357,5586
KLNK,Lincoln Airport,40.85100173950195,-96.75920104980469,1219
KLNL,Kings Land O' Lakes Airport,46.15399933,-89.21209717,1704
KLNN,Willoughby Lost Nation Municipal Airport,41.683998107899995,-81.3897018433,626
KLNP,Lonesome Pine Airport,36.9874992371,-82.5299987793,2684
KLNR,Tri-County Regional Airport,43.2117004395,-90.181602478,717
KLNS,Lancaster Airport,40.121700286865234,-76.29609680175781,403
KLOL,Derby Field,40.0663986206,-118.565002441,3904
KLOM,Wings Field,40.1375007629,-75.2650985718,302
KLOT,Lewis University Airport,41.6072998,-88.09619904,679
KLOU,Bowman Field,38.2280006409,-85.6636962891,546
KLOZ,London-Corbin Airport/Magee Field,37.0821990967,-84.08489990230001,1212
KLPC,Lompoc Airport,34.665599823,-120.468002319,88
KLPR,Lorain County Regional Airport,41.34429932,-82.17759705,793
KLQK,Pickens County Airport,34.8100013733,-82.70290374759999,1013
KLQR,Larned Pawnee County Airport,38.20859909,-99.08599854,2012
KLRD,Laredo International Airport,27.543800354003906,-99.46160125732422,508
KLRF,Little Rock Air Force Base,34.916900634799994,-92.14969635010002,311
KLRG,Lincoln Regional Airport,45.36220169067383,-68.53469848632812,208
KLRJ,Le Mars Municipal Airport,42.77799988,-96.1937027,1197
KLRO,Mt Pleasant Regional-Faison field,32.89780045,-79.78289795,12
KLRU,Las Cruces International Airport,32.289398193359375,-106.9219970703125,4456
